ACFT_SERIES,ICAO,ENGINE_ID,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
B777 36N ER BDSF,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 36N ER SF,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 381 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 381 ER,B77W,10PW099,PW4090,2,B77W,B773ERGE115B,J
B777 39L ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 39M ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 39P ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3AL ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3B5,B773,5PW076,PW4098,2,B773,B773RR92,J
B777 3B5 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3D7,B773,2RR027,TRENT 892,2,B773,B773RR92,J
B777 3DE ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3DZ ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3E9 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3F2 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3FG ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3FX ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3M0 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3M2 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3Q8 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3U3 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3U8 ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 3ZG ER,B77W,01P21GE217,GE90-115B,2,B77W,B773ERGE115B,J
B777 9,B779,01P21GE217,GE9X-105B1A,2,B77W,,J
B777 F,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 F1B,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 F1H,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 F28 LR,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 F60,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 F6N,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FB5,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FBT,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FDZ,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FEZ,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FFG,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FFT,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FFX,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FHT,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FS2,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FZB,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B777 FZN LR,B77L,01P21GE217,GE90-115B1L,2,B77L,B772LR,J
B787 10,B78X,01P17GE210,GENX-1B,2,B78X,,J
B787 10,B78X,02P23RR128,TRENT 1000,2,B78X,,J
B787 8,B788,02P23RR128,TRENT 1000,2,B788,B788RR67,J
B787 8,B788,12GE150,GENX-64B,2,B788,B788GE67,J
B787 9,B789,02P23RR128,TRENT 1000,2,B789,B789RR74,J
B787 9,B789,12GE150,GENX-64B,2,B789,B789GE75,J
BAC 1 11 401 AK,BA11,8RR043,SPEY 511-14,2,BA11,,J
BAC 1 11 401AK,BA11,8RR043,SPEY 511-14,2,BA11,,J
BAC 1 11 422EQ,BA11,8RR043,SPEY 511-14W,2,BA11,,J
BAC 1 11 479FU,BA11,8RR043,SPEY 512-14DW,2,BA11,,J
BAC 1 11 485GD F,BA11,8RR043,SPEY 512-14DW,2,BA11,,J
BAC 1 11 488GH,BA11,8RR043,SPEY 512-14DW,2,BA11,,J
BAC 1 11 492GM,BA11,8RR043,SPEY 511-14DW,2,BA11,,J
BAC 1 11 539GL,BA11,8RR043,SPEY 512-14DW,2,BA11,,J
BAE125 1000,H25C,PW307B,PW305B,2,H25B,,J
BAE125 1000A,H25C,PW307B,PW305B,2,H25B,,J
BAE125 1000B,H25C,PW307B,PW305B,2,H25B,,J
BAE125 1F,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 3A,H25A,1AS002,VIPER 522,2,H25A,,J
BAE125 3A RA,H25A,1AS002,VIPER 522,2,H25A,,J
BAE125 3B,H25A,1AS002,VIPER 522,2,H25A,,J
BAE125 3F,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 400A,H25A,1AS002,VIPER 522,2,H25A,,J
BAE125 400F,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 600A,H25A,1AS002,VIPER 601-22,2,H25A,,J
BAE125 600B,H25A,1AS002,VIPER 601-22,2,H25A,,J
BAE125 600F,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 700A,H25B,1AS002,TFE731-3-1H,2,H25B,,J
BAE125 700B,H25B,1AS002,TFE731-3-1H,2,H25B,,J
BAE125 750,H25B,1AS002,TFE731-5BR,2,H25B,,J
BAE125 800,H25B,1AS002,TFE731-5R-1H,2,H25B,,J
BAE125 800A,H25B,1AS002,TFE731-5R-1H,2,H25B,,J
BAE125 800B,H25B,1AS002,TFE731-5R-1H,2,H25B,,J
BAE125 800XP,H25B,1AS002,TFE731-5BR,2,H25B,,J
BAE125 800XPI,H25B,1AS002,TFE731-5BR,2,H25B,,J
BAE125 800XPR,H25B,1AS002,TFE731-50R,2,H25B,,J
BAE125 850XP,H25B,1AS002,TFE731-5BR,2,H25B,,J
BAE125 850XPI,H25B,1AS002,TFE731-5BR,2,H25B,,J
BAE125 900XP,H25B,1AS002,TFE731-50R,2,H25B,,J
BAE125 CC3,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 F3B RA,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 F400A,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 F400B,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE125 F600A,H25B,1AS002,TFE731-3R1H,2,H25B,,J
BAE125 F600B,H25B,1AS002,TFE731-3R-1H,2,H25B,,J
BAE146 100,B461,1TL003,LF502R-5,4,B462,,J
BAE146 200,B462,1TL003,LF502R-5,4,B462,,J
BAE146 200 QT,B462,1TL003,LF502R-5,4,B462,,J
BAE146 200A,B462,1TL003,LF502R-5,4,B462,,J
BAE146 200QC,B462,1TL003,LF502R-5,4,B462,,J
BAE146 200QT,B462,1TL003,LF502R-5,4,B462,,J
BAE146 300,B463,1TL003,LF502R-5,4,B463,,J
BAE146 300,B463,1TL004,LF507-1H,4,B463,,J
BAE146 300 QT,B463,1TL003,LF502R-5,4,B463,,J
BAE146 300A,B463,1TL003,LF502R-5,4,B463,,J
BAE146 300QT,B463,1TL003,LF502R-5,4,B463,,J
BAE146 301ARA,B463,1TL003,LF502R-5,4,B463,,J
BAE146 CC2,B461,1TL003,LF502R-5,4,B462,,J
BAE146 RJ100,RJ1H,1TL004,LF507-1F,4,RJ1H,,J
BAE146 RJ70,RJ70,1TL004,LF507-1F,4,RJ85,,J
BAE146 RJ70 ER,RJ70,1TL004,LF507-1F,4,RJ85,,J
BAE146 RJ85,RJ85,1TL003,LF502R-5,4,RJ85,,J
BAE146 RJ85,RJ85,1TL004,LF507-1F,4,RJ85,,J
BD100 1A10 CHALLENGER 300,CL30,11HN003,HTF7000,2,CL30,,J
BD100 1A10 CHALLENGER 350,CL35,01P14HN011,HTF7350,2,CL30,,J
BD700 1A10 ASTOR,GLEX,01P04BR013,BR710A2-20,2,GLEX,,J
BD700 1A10 GLOBAL EXPRESS,GLEX,01P04BR013,BR710A2-20,2,GLEX,,J
BD700 1A10 GLOBAL EXPRESS 6000,GLEX,01P04BR013,BR710A2-20,2,GLEX,,J
BD700 1A10 GLOBAL EXPRESS XRS,GLEX,01P04BR013,BR710A2-20,2,GLEX,,J
BD700 1A11 GLOBAL 5000,GL5T,01P04BR013,BR710A2-20,2,GL5T,,J
BD700 1A11 GLOBAL 5000 GVFD,GL5T,01P04BR013,BR710A2-20,2,GL5T,,J
BD700 2A12 GLOBAL 7500,GL7T,01P11BR016,GE PASSPORT,2,GLEX,,J
BD700 E11A,GLEX,01P04BR013,BR710A2-20,2,GLEX,,J
BE400 T 1A JAYHAWK,BE40,1PW037,JT15D-5,2,BE40,,J
BEECH 400,BE40,1PW037,JT15D-5,2,BE40,,J
BEECH 400A,BE40,1PW037,JT15D-5,2,BE40,,J
BEECH 400NEXT,BE4W,1AS001,FJ44-3A,2,BE40,,J
C 20A G1159A,GLF3,SPEY MK511-8,SPEY 511-8,2,GLF2,,J
C 20B G1159A,GLF3,SPEY MK511-8,SPEY 511-8,2,GLF2,,J
C 20C G1159A,GLF3,SPEY MK511-8,SPEY 511-8,2,GLF2,,J
C 20D G1159A,GLF3,SPEY MK511-8,SPEY 511-8,2,GLF2,,J
C 20F G1159C,GLF4,11RR048,TAY 611-8,2,CRJ9,,J
C 20G G1159C,GLF4,11RR048,TAY 611-8,2,CRJ9,,J
C 20H G1159C,GLF4,11RR048,TAY 611-8,2,CRJ9,,J
C 32A B757 2G4,B752,4PW073,PW2040,2,B752,B752WRR40,J
C 38A IAI1125SPX ASTRA,ASTR,1AS002,TFE731-3C-200G,2,G150,,J
C 9A DC 9,DC93,1PW006,JT8D-9,2,DC93,,J
C 9B DC 9,DC93,1PW006,JT8D-9,2,DC93,,J
C 9C DC 9,DC93,1PW006,JT8D-9,2,DC93,,J
C135B B707,W135,1CM001,JT3D-3B,4,B703,,J
C40A B737 7AF,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
C40A B737 7AF,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
C40B B737 7AN,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
C40B B737 7DM,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
C40B B737 7DM,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
C40B B737 7DM,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
C40B B737 7FD,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
C40C B737 7BC,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
C40C B737 7CP,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
CC144 CL600 1A11 CL600S,CL60,1TL001,ALF502L-2,2,CL60,,J
CC144 CL600 2A12 CL601 1A,CL60,1GE034,CF34-1A,2,CL60,,J
CC150 A310 304,A310,2GE037,CF6-80C2A2,2,A310,A310-308,J
CC150 A310 304F,A310,2GE037,CF6-80C2A2,2,A310,A310-308,J
CC150 MRTT A310 304,A310,2GE037,CF6-80C2A2,2,A310,A310-308,J
CC150MRT A310 304,A310,2GE037,CF6-80C2A2,2,A310,A310-308,J
CE144 CL600 1A11 CL600S,CL60,1TL001,ALF502L-2,2,CL60,,J
CESSNA 5,C56X,BIZLIGHTJET_F,0,2,C56X,,J
CESSNA 500,C500,1PW035,JT15D-1,2,C551,,J
CESSNA 501,C501,1PW035,JT15D-1A,2,C551,,J
CESSNA 501 SIERRA EAGLE II,C501,1AS001,FJ44-2A,2,C551,,J
CESSNA 510 MUSTANG,C510,PW610F,PW615F-A,2,C510,,J
CESSNA 525,C525,1AS001,FJ44-1A,2,C525,,J
CESSNA 525 CJ1,C525,1AS001,FJ44-1A,2,C525,,J
CESSNA 525 CJ1 M2,C25M,1AS001,FJ44-1AP-21,2,C525,,J
CESSNA 525A CJ2,C25A,1AS001,FJ44-3A-24,2,C25A,,J
CESSNA 525B CJ3,C25B,BIZLIGHTJET_F,FJ44-3A,2,C25B,,J
CESSNA 525C CJ4,C25C,BIZLIGHTJET_F,FJ44-4A,2,C25C,,J
CESSNA 550,C550,1PW036,JT15D-4,2,C550,,J
CESSNA 550 BRAVO,C55B,PW530,PW530A,2,C55B,,J
CESSNA 550 SCD,C550,1PW036,JT15D-4,2,C550,,J
CESSNA 551,C551,1PW036,JT15D-4,2,C551,,J
CESSNA 560,C560,1PW037,JT15D-5A,2,C560,,J
CESSNA 560,C560,PW530,PW535A,2,C560,,J
CESSNA 560 ENCORE,C560,PW530,PW535B,2,C560,,J
CESSNA 560 EXCEL,C56X,PW530,PW545A,2,C56X,,J
CESSNA 560 UC 35A,C560,1PW037,JT15D-5D,2,C560,,J
CESSNA 560 UC 35A,C560,PW530,PW535A,2,C560,,J
CESSNA 560 UC 35B,C560,1PW037,JT15D-5D,2,C560,,J
CESSNA 560 UC 35B,C560,PW530,PW535A,2,C560,,J
CESSNA 560 UC 35C,C560,1PW037,JT15D-5D,2,C560,,J
CESSNA 560 UC 35C,C560,PW530,PW535A,2,C560,,J
CESSNA 560 UC 35D,C560,PW530,PW535A,2,C560,,J
CESSNA 560 XLS,C56X,PW530,PW545B,2,C56X,,J
CESSNA 650,C650,1AS002,TFE731-3B-100S,2,C650,,J
CESSNA 680 LATITUDE,C68A,7PW078,PW306C,2,C680,,J
CESSNA 680 SOVEREIGN,C680,7PW078,PW306C,2,C680,,J
CESSNA 700 LONGITUDE,C700,01P18HN013,HTF7700L,2,C700,,J
CESSNA 750,C750,6AL023,AE3007C-1,2,C750,,J
CESSNA 750,C750,8AL025,AE3007C,2,C750,,J
CESSNA F500,C500,1PW035,JT15D-1,2,C551,,J
CESSNA F550,C550,1PW036,JT15D-4,2,C550,,J
CESSNA M2,C25M,1AS001,FJ44-1AP-21,2,C525,,J
CESSNA S550,C550,1PW036,JT15D-4B,2,C550,,J
CHALLENGER 800,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CHALLENGER 800,CRJ2,1GE035,CF34-3A1,2,CRJ2,,J
CL600 1A11 CL600S,CL60,1TL001,ALF502L-2,2,CL60,,J
CL600 1A12 CL600S,CL60,1TL001,ALF502L-2,2,CL60,,J
CL600 2A12 CL601 1A,CL60,1GE034,CF34-1A,2,CL60,,J
CL600 2B16 CL601 3A,CL60,1GE034,CF34-3A,2,CL60,,J
CL600 2B16 CL601 3R,CL60,1GE035,CF34-3A1,2,CL60,,J
CL600 2B19 CHALLENGER 800,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 CHALLENGER 850,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 PF RJ100ER,CRJ1,1GE035,CF34-3A1,2,CRJ1,,J
CL600 2B19 PF RJ100LR,CRJ1,1GE035,CF34-3A1,2,CRJ1,,J
CL600 2B19 PF RJ200ER,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 RJ100ER,CRJ1,01P05GE189,CF34-3B1,2,CRJ1,,J
CL600 2B19 RJ100ER,CRJ1,1GE035,CF34-3A1,2,CRJ1,,J
CL600 2B19 RJ100LR,CRJ1,1GE035,CF34-3A1,2,CRJ1,,J
CL600 2B19 RJ200,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 RJ200ER,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 RJ200LR,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 RJ200LR,CRJ2,1GE035,CF34-3A1,2,CRJ2,,J
CL600 2B19 RJ200LR PF,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2B19 RJ200LR PF,CRJ2,1GE035,CF34-3A1,2,CRJ2,,J
CL600 2B19 RJ440,CRJ2,01P05GE189,CF34-3B1,2,CRJ2,,J
CL600 2C10 RJ700,CRJ7,5GE083,CF34-8C1,2,CRJ9,,J
CL600 2C10 RJ700NG,CRJ7,5GE083,CF34-8C1,2,CRJ9,,J
CL600 2C10 RJ702,CRJ7,01P08GE192,CF34-8C5B1,2,CRJ9,,J
CL600 2C11 RJ550,CRJ7,5GE083,CF34-8C1,2,CRJ9,,J
CL600 2D15 RJ705,CRJ9,01P08GE190,CF34-8C5,2,CRJ9,,J
CL600 2D24 CHALLENGER 890,CRJ9,01P08GE190,CF34-8C5,2,CRJ9,,J
CL600 2D24 RJ900,CRJ9,01P08GE190,CF34-8C5,2,CRJ9,,J
CL600 2D24 RJ900ER,CRJ9,01P08GE190,CF34-8C5,2,CRJ9,,J
CL600 2D24 RJ900NG,CRJ9,01P08GE190,CF34-8C5,2,CRJ9,,J
CL600 2E25 RJ1000,CRJX,01P08GE193,CF34-8C5A2,2,CRJX,,J
CL604,CL60,01P05GE189,CF34-7B,2,CL60,,J
CL605,CL60,01P05GE189,CF34-3B,2,CL60,,J
CL650,CL60,01P05GE189,CF34-3B,2,CL60,,J
CS100,BCS1,04P20PW196,PW1524G,2,B736,,J
CS300,BCS3,04P20PW197,PW1521G,2,A318,,J
DC10 10,DC10,1GE002,CF6-6D1A,3,DC10,,J
DC10 10,DC10,1GE003,CF6-6K,3,DC10,,J
DC10 10 F,DC10,1GE003,CF6-6K,3,DC10,,J
DC10 30,DC10,3GE070,CF6-50C,3,DC10,,J
DC10 30,DC10,3GE073,CF6-50C1,3,DC10,,J
DC10 30,DC10,3GE074,CF6-50C2,3,DC10,,J
DC10 30 ER,DC10,3GE078,CF6-50C2B,3,DC10,,J
DC10 30 ER F,DC10,3GE078,CF6-50C2B,3,DC10,,J
DC10 30 F,DC10,3GE070,CF6-50C,3,DC10,,J
DC10 30 F,DC10,3GE072,CF6-50C2R,3,DC10,,J
DC10 30 F,DC10,3GE074,CF6-50C2,3,DC10,,J
DC10 30CF,DC10,3GE074,CF6-50C2,3,DC10,,J
DC10 40 F,DC10,1PW033,JT9D-59A,3,DC10,,J
DC10 40D F,DC10,1PW033,JT9D-59A,3,DC10,,J
DC10 40I,DC10,1PW033,JT9D-59A,3,DC10,,J
DC8 55F,DC85,1PW001,JT3D-3B/Q,4,B703,,J
DC8 62AF,DC86,1PW001,JT3D-3B/Q,4,DC87,,J
DC8 62AF,DC86,1PW002,JT3D-7/Q,4,DC87,,J
DC8 62CF,DC86,1PW001,JT3D-3B/Q,4,DC87,,J
DC8 62CF,DC86,1PW002,JT3D-7/Q,4,DC87,,J
DC8 62F,DC86,1PW001,JT3D-3B/Q,4,DC87,,J
DC8 62F,DC86,1PW002,JT3D-7/Q,4,DC87,,J
DC8 62H,DC86,1PW001,JT3D-3B/Q,4,DC87,,J
DC8 62H,DC86,1PW002,JT3D-7/Q,4,DC87,,J
DC8 63CF,DC86,1PW002,JT3D-7/Q,4,DC87,,J
DC8 63F,DC86,1PW002,JT3D-7/Q,4,DC87,,J
DC8 71F,DC87,1CM003,CFM56-2C1,4,DC87,,J
DC8 72,DC87,1CM003,CFM56-2C6,4,DC87,,J
DC8 72CF,DC87,1CM002,CFM56-1B,4,DC87,,J
DC8 72H,DC87,1CM003,CFM56-2C1,4,DC87,,J
DC8 73AF,DC87,1CM003,CFM56-2C5,4,DC87,,J
DC8 73CF,DC87,1CM003,CFM56-2C1,4,DC87,,J
DC8 73F,DC87,1CM003,CFM56-2C5,4,DC87,,J
DC8F 54,DC85,1PW001,JT3D-3B/Q,4,B703,,J
DC8F 55,DC85,1PW001,JT3D-3B/Q,4,B703,,J
DC9 14,DC91,8PW085,JT8D-7,2,BA11,,J
DC9 15,DC91,8PW085,JT8D-7,2,BA11,,J
DC9 15F,DC91,8PW085,JT8D-7,2,BA11,,J
DC9 21,DC92,1PW008,JT8D-11,2,A158,,J
DC9 31,DC93,1PW006,JT8D-9A,2,DC93,,J
DC9 31,DC93,8PW085,JT8D-7B,2,DC93,,J
DC9 32,DC93,1PW006,JT8D-9A,2,DC93,,J
DC9 32,DC93,1PW009,JT8D-15,2,DC93,,J
DC9 32,DC93,1PW012,JT8D-17,2,DC93,,J
DC9 32,DC93,8PW085,JT8D-7A,2,DC93,,J
DC9 33F CF,DC93,1PW006,JT8D-9A,2,DC93,,J
DC9 33F RC,DC93,8PW085,JT8D-7B,2,DC93,,J
DC9 33RC,DC93,1PW006,JT8D-9A,2,DC93,,J
DC9 34CF,DC93,1PW012,JT8D-17,2,DC93,,J
DC9 51,DC95,1PW012,JT8D-17,2,B712,,J
DC9 51,DC95,1PW014,JT8D-17A,2,B712,,J
DO328 300 JET,J328,7PW078,PW306B,2,E135,,J
DO328 310 JET,J328,7PW078,PW306B,2,E135,,J
ECLIPSE 500,EA50,PW610F,PW610F,2,EA50,,J
ELITE,E55P,1AS001,FJ-33-4,2,E55P,,J
EMB135BJ,E35L,01P06AL034,AE3007A3,2,E35L,EMB-135BJ-Legacy600,J
EMB135ER,E135,01P06AL034,AE3007A3,2,E135,EMB-135ER,J
EMB135KL,E135,01P06AL034,AE3007A3,2,E135,EMB-135ER,J
EMB135LR,E135,01P06AL034,AE3007A3,2,E135,EMB-135LR,J
EMB135SL,E135,01P06AL034,AE3007A3,2,E135,EMB-135ER,J
EMB145,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145EP,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145EP,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145ER,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145EU,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145EU,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145LI,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145LI,E145,01P06AL034,AE3007A3,2,E145,EMB-145ER,J
EMB145LI,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145LR,E145,01P06AL028,AE3007A1,2,E145,EMB-145LR,J
EMB145LR,E145,4AL003,AE3007A,2,E145,EMB-145LR,J
EMB145LU,E145,01P06AL028,AE3007A1,2,E145,EMB-145LR,J
EMB145MP,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145MP,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145MR,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145RS,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145RS,E145,01P06AL034,AE3007A3,2,E145,EMB-145ER,J
EMB145RS R99B,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145SA,E145,01P06AL028,AE3007A1,2,E145,EMB-145ER,J
EMB145SA R99A,E145,4AL003,AE3007A,2,E145,EMB-145ER,J
EMB145XR,E145,01P06AL028,AE3007A1,2,E145,EMB-145LR,J
EMB170 100LR,E170,01P08GE197,CF34-8E5,2,E170,EMB-170AR,J
EMB170 100LR EMB 175,E75L,01P08GE197,CF34-8E5,2,E75L,EMB-175LR,J
EMB170 100SE,E170,01P08GE197,CF34-8E5,2,E170,EMB-170AR,J
EMB170 100ST,E170,01P08GE197,CF34-8E5,2,E170,EMB-170AR,J
EMB170 100STD,E170,01P08GE197,CF34-8E5,2,E170,EMB-170STD,J
EMB170 100SU,E170,01P08GE197,CF34-8E5,2,E170,EMB-170AR,J
EMB170 200LR EMB 175,E75L,01P08GE197,CF34-8E5,2,E75L,EMB-175LR,J
EMB170 200LR LW,E75L,01P08GE197,CF34-8E5,2,E75L,EMB-175LR,J
EMB170 200LR SW,E75L,01P08GE197,CF34-8E5,2,E75L,EMB-175LR,J
EMB170 200STD,E75S,01P08GE197,CF34-8E5,2,E75S,EMB-175STD,J
EMB170 200STD LW,E75L,01P08GE197,CF34-8E5,2,E75L,EMB-175LR,J
EMB170 200STD SW,E75S,01P08GE197,CF34-8E5,2,E75S,EMB-175STD,J
EMB170LR,E170,01P08GE197,CF34-8E5,2,E170,EMB-170LR,J
EMB190,E190,11GE142,CF34-10E,2,E190,EMB-190STD,J
EMB190 100BJ,E190,11GE142,CF34-10E,2,E190,EMB-190STD,J
EMB190 100BJ LINEAGE 1000,E190,11GE142,CF34-10E,2,E190,EMB-190AR,J
EMB190 100IGW,E190,11GE142,CF34-10E,2,E190,EMB-190AR,J
EMB190 100IGW F,E190,CF34-10E,CF34-10E,2,E190,EMB-190STD,J
EMB190 100LR,E190,11GE144,CF34-10E,2,E190,EMB-190LR,J
EMB190 100STD,E190,11GE142,CF34-10E,2,E190,EMB-190STD,J
EMB190 200,E195,11GE144,CF34-10E,2,E195,EMB-195STD,J
EMB190 200LR,E195,11GE144,CF34-10E5A1,2,E195,EMB-195LR,J
EMB190 200LR EMB 195,E195,11GE144,CF34-10E5A1,2,E195,EMB-195LR,J
EMB190 200STD,E195,11GE144,CF34-10E5A1,2,E195,EMB-195STD,J
EMB190 200STD EMB 195,E195,11GE144,CF34-10E5A1,2,E195,EMB-195STD,J
EMB190 300STD,E290,04P20PW200,PW1919G,2,E290,,J
EMB190 400STD,E295,01P20PW191,PW1923G,2,B736,,J
EMB190 400STD,E295,04P20PW200,PW1919G,2,B736,,J
EMB190 LINEAGE 1000,E190,11GE142,CF34-10E,2,E190,EMB-190STD,J
EMB195,E195,11GE144,CF34-10E,2,E195,EMB-195STD,J
EMB195 E2,E295,04P20PW200,PW1919G,2,B736,,J
F28 1000,F28,4RR035,SPEY 555-15,2,F28,,J
F28 1000C,F28,4RR035,SPEY 555-15,2,F28,,J
F28 2000,F28,4RR035,SPEY 555-15,2,F28,,J
F28 3000,F28,4RR035,SPEY 555-15H,2,F28,,J
F28 3000C,F28,4RR035,SPEY 555-15H,2,F28,,J
F28 4000,F28,4RR035,SPEY 555-15P,2,F28,,J
FALCON 10,FA10,1AS001,TFE731-2-1C,2,FA10,,J
FALCON 100,FA10,1AS001,TFE731-2-1C,2,FA10,,J
FALCON 10MER,FA10,1AS001,TFE731-2-1C,2,FA10,,J
FALCON 20 5B,FA20,1AS002,TFE731-5B,2,FA20,,J
FALCON 200,FA20,BIZLIGHTJET_F,ATF3-6A-4C,2,FA20,,J
FALCON 2000,F2TH,BIZMEDIUMJET_F,CFE738-1-1B,2,F2TH,,J
FALCON 2000DX EASY,F2TH,01P07PW146,PW308C,2,F2TH,,J
FALCON 2000EX,F2TH,01P07PW146,PW308C,2,F2TH,,J
FALCON 2000EX EASY,F2TH,01P07PW146,PW308C,2,F2TH,,J
FALCON 2000LX,F2TH,01P07PW146,PW308C,2,F2TH,,J
FALCON 2000S,F2TH,01P07PW146,PW308C,2,F2TH,,J
FALCON 20C,FA20,CF700-2D,CF700-2D2,2,FA20,,J
FALCON 20C 5,FA20,1AS002,TFE731-5AR-2C,2,FA20,,J
FALCON 20D,FA20,CF700-2D,CF700-2D,2,FA20,,J
FALCON 20DC,FA20,CF700-2D,CF700-2D2,2,FA20,,J
FALCON 20E,FA20,1AS002,TFE731-5BR-2C,2,FA20,,J
FALCON 20E,FA20,CF700-2D,CF700-2D2,2,FA20,,J
FALCON 20E 5,FA20,1AS002,TFE731-5BR-2C,2,FA20,,J
FALCON 20ECM,FA20,1AS002,TFE731-5AR-2C,2,FA20,,J
FALCON 20ECM,FA20,CF700-2D,CF700-2D2,2,FA20,,J
FALCON 20EW,FA20,CF700-2D,CF700-2D2,2,FA20,,J
FALCON 20F,FA20,1AS002,TFE731-5AR-2C,2,FA20,,J
FALCON 20F,FA20,CF700-2D,CF700-2D2,2,FA20,,J
FALCON 20F 5,FA20,1AS002,TFE731-5B,2,FA20,,J
FALCON 20F 5B,FA20,1AS002,TFE731-5BR-2C,2,FA20,,J
