ACFT_SERIES,ICAO,ENGINE_ID,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
B737 2E7 ADV,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2H3 ADV,B732,1PW006,JT8D-9A,2,B732,B73215,J
B737 2H3 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2H3C ADV,B732,1PW006,JT8D-9A,2,B732,B73215,J
B737 2H4,B732,1PW006,JT8D-9A,2,B732,B73215,J
B737 2J8,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2K2C,B732,1PW011,JT8D-15A,2,B732,B73215,J
B737 2K3 ADV,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2K5,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2K9 ADV,B732,1PW011,JT8D-15A,2,B732,B73215,J
B737 2L9 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2M2,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2M2C,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2N0 ADV,B732,1PW014,JT8D-17A,2,B732,B73215,J
B737 2N1,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2N3,B732,1PW012,UNKNOWN,2,B732,B73215,J
B737 2N9C ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2Q2C,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2Q3,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2Q8,B732,1PW011,JT8D-15A,2,B732,B73215,J
B737 2Q8 ADV,B732,1PW006,JT8D-9A,2,B732,B73215,J
B737 2Q8 ADV,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2Q8 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2Q8C,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2R4C,B732,1PW014,JT8D-17A,2,B732,B73215,J
B737 2S2C ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2S3 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2S9 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2T2 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2T4 ADV,B732,1PW014,JT8D-17A,2,B732,B73215,J
B737 2T4 F ADV,B732,1PW014,JT8D-17A,2,B732,B73215,J
B737 2T4C ADV,B732,1PW014,JT8D-17A,2,B732,B73215,J
B737 2T5,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2T5 ADV,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2V6 ADC,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2W8 ADV,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 2X2 ADV,B732,1PW012,JT8D-17,2,B732,B73215,J
B737 2Z6,B732,1PW009,JT8D-15,2,B732,B73215,J
B737 301,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 301,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 301 BDSF,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 301 F,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 301 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 306,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 317,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 319,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 31B F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 31L,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 31S,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 31S WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 322,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 322,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 322,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 322 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 322 WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 329,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 32Q,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 330,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 330,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 330 F,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 330 QC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 330 QC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 330 QC WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 330 WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 332,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33A,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 33A,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 33A,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33A F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 33A QC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 33A QC,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33A WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 33A WL,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 33A WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33R,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33R WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33S WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33V,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33V F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 33V WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 341,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 341,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 347,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 348 QC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 34N,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 34S BDSF,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 35B,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 35B F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36E,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36E BDSF,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36M,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36N,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36N,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36N F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36N WL,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36N WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36Q,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36Q,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36Q F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36Q F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 36Q WL,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 36Q WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 375,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 375 BDSF,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 375 BDSF,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 376,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 377,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 377 BDQC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 377 BDSF,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 377 WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 37Q,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 382,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 382 QC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 38B QC,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 38J,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 39A WL,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 39M,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 39M QC,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3B3 QC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3B3 QC,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3B7,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3B7 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3G7,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3G7 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3H4 F WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3H4 WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3H6F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3H9,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3J6,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3K2,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3K2,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3K9,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3L9,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3L9,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3L9 QC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3L9 WL,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3L9 WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3M8,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3M8 BDSF,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3M8 QC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Q4,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Q4 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Q8,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Q8,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Q8,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3Q8 BDQC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Q8 F,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Q8 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Q8 QC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3S1 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3S3,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3S3,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3S3 QC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3S3F,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3T0,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3T0 F,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3U3,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3U3 F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3U8,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3U8 F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3Y0,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Y0,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Y0,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3Y0 BDQC,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Y0 BDSF,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Y0 BDSF,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Y0 F,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Y0 F,B733,1CM005,CFM56-3B2,2,B733,B73320,J
B737 3Y0 QC,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Y0 WL,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Y5,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3Y5 F,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3Y5 WL,B733,1CM007,CFM56-3C1,2,B733,B73320,J
B737 3Z0,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Z8,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 3Z9,B733,1CM004,CFM56-3B1,2,B733,B73320,J
B737 401,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 405,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 405 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 406,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 406 F,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 408 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 429 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 42C,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 42C F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 42J F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 430,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 436,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 436 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 436 SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 43Q,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 43Q F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 446,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 448,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 448 F,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 45D,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 45D BDSF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 45D F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 45S,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46B,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46B F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46J,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46J F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46M,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46N,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46N F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46Q,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 46Q F,B734,1CM007,CFM56-3C1,2,B734,B73320,J
B737 476,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 476 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 484,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 484 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 484 SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 48E,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 48E SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 490,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 490 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 49R,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 49R BDSF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 49R F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4B3,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4B3 SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4B6,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4B6 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4B7,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 4B7 F,B734,1CM005,CFM56-3B2,2,B734,B73423,J
B737 4C9,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4D7,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4D7 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4H6,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4H6 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4K5,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4K5 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4K5 SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4L7,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4M0,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4M0 BDSF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4M0 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Q3,B734,1CM004,CFM56-3B1,2,B734,B73423,J
B737 4Q3,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Q3 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Q8,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Q8 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Q8 QC,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Q8 SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4S3,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4S3 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4U3,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Y0,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Y0 BDSF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Y0 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Y0 SF,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Z6,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 4Z9 F,B734,1CM007,CFM56-3C1,2,B734,B73423,J
B737 505,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 505 WL,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 522,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 522,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 524,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 524 WL,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 528,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 528 WL,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 529,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 529,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 529 WL,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 530,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 53A,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 53A,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 53C,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 53S,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 548,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 548 WL,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 55D,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 55D WL,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 55S,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 566,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 56N,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 58E,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 58N,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 59D,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 59D,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5B6,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5C9,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5H3,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5H6,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5K5,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5L9,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 5L9,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5L9 WL,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5Q8,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 5Q8,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5Y0,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 5Y0,B735,1CM007,CFM56-3C1,2,B735,B73518,J
B737 5Y0 WL,B735,1CM004,CFM56-3B1,2,B735,B73518,J
B737 66N,B736,3CM030,CFM56-7B20,2,B736,B73622,J
B737 683,B736,3CM030,CFM56-7B20,2,B736,B73622,J
B737 6D6,B736,8CM051,CFM56-7B26,2,B736,B73622,J
B737 6H3,B736,3CM030,CFM56-7B20,2,B736,B73622,J
B737 6Q8,B736,3CM030,CFM56-7B20,2,B736,B73622,J
B737 6Z9,B736,3CM031,CFM56-7B22,2,B736,B73622,J
B737 7,B37M,01P20CM136,LEAP-1B,2,B38M,,J
B737 700 NE3 BBJ,B737,01P11CM116,CFM56-7B26E,2,B737,B737W24,J
B737 700WL,B737,01P11CM116,CFM56-7B26E,2,B737,B737W24,J
B737 705,B737,3CM030,CFM56-7B20,2,B737,B737W24,J
B737 705,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 71B,B737,01P11CM114,CFM56-7B24E,2,B737,B737W24,J
B737 71B,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 71M,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 71Q,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 72T,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 72U,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 732,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 73A,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 73Q,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 73S,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 73S,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 73T,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 73U,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 73V,B737,3CM030,CFM56-7B20,2,B737,B737W24,J
B737 73W,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 73W,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 74Q,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 74T,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 74U,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 74V,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 752,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 758,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 75B,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 75C,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 75C,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 75C BDSF,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 75G,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 75R,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 75T,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 75U,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 75V,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 760,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 76D,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 76J,B737,01P11CM114,CFM56-7B24E,2,B737,B737W24,J
B737 76J,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 76N,B737,01P11CM112,CFM56-7B22E,2,B737,B737W24,J
B737 76N,B737,3CM030,CFM56-7B20,2,B737,B737W24,J
B737 76N,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 76N,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 76Q,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 76Q,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 76Q FC WL,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 77W,B737,01P11CM121,CFM56-7BE,2,B737,B737W24,J
B737 77Z,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 781,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 783,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 783,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 78J,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 790,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 790 BDSF,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 790 BDSF WL,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 79L,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 79L,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 79P,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 79T,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 79U,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 79V,B737,01P11CM116,CFM56-7B26E,2,B737,B737W24,J
B737 79V,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AF,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 7AF C 40A,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 7AF C 40C,B737,01P11CM114,CFM56-7B24E,2,B737,B737W24,J
B737 7AF C 40C,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 7AF C 40C,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7AH,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AJ,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AK,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7AK,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AN,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AU,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AV,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AW,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AX,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7AXC,B737,3CM030,CFM56-7B20,2,B737,B737W24,J
B737 7AXC,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7B5,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7B6,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7B6,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7BC,B737,01P11CM121,CFM56-7BE,2,B737,B737W24,J
B737 7BC,B737,5GE085,CF6-80E1A3,2,B737,B737W24,J
B737 7BC,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7BD,B737,3CM030,CFM56-7B20,2,B737,B737W24,J
B737 7BF,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7BJ,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 7BJ,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
